Gene	sgRNA	E0_Low|beta	E0_Low|z	E0_Low|p-value	E0_Low|fdr	E0_Low|wald-p-value	E0_Low|wald-fdr	E0_High|beta	E0_High|z	E0_High|p-value	E0_High|fdr	E0_High|wald-p-value	E0_High|wald-fdr	E50_Low|beta	E50_Low|z	E50_Low|p-value	E50_Low|fdr	E50_Low|wald-p-value	E50_Low|wald-fdr	E50_High|beta	E50_High|z	E50_High|p-value	E50_High|fdr	E50_High|wald-p-value	E50_High|wald-fdr	E100_Low|beta	E100_Low|z	E100_Low|p-value	E100_Low|fdr	E100_Low|wald-p-value	E100_Low|wald-fdr	E100_High|beta	E100_High|z	E100_High|p-value	E100_High|fdr	E100_High|wald-p-value	E100_High|wald-fdr	EC100_Low|beta	EC100_Low|z	EC100_Low|p-value	EC100_Low|fdr	EC100_Low|wald-p-value	EC100_Low|wald-fdr	EC100_High|beta	EC100_High|z	EC100_High|p-value	EC100_High|fdr	EC100_High|wald-p-value	EC100_High|wald-fdr
ZNF580_P2	5	0.091114	1.0656	0.67543	0.92597	0.2866	0.99092	-0.07411	-0.86655	0.60843	0.90081	0.38619	0.99985	0.03598	0.42062	0.98094	0.99648	0.67404	0.95295	-0.020339	-0.23713	0.84002	0.97688	0.81255	0.99956	0.011078	0.12955	0.90009	0.98546	0.89693	0.99993	-0.024912	-0.29138	0.8767	0.9753	0.77076	1	0.057961	0.6776	0.68524	0.92443	0.49802	1	-0.0039131	-0.04576	0.9691	0.9994	0.9635	0.9992
HSFY1_ENST00000307393.2	5	0.12441	0.72597	0.53393	0.88341	0.46786	0.99959	-0.074564	-0.43472	0.60612	0.90009	0.66376	0.99985	-0.099259	-0.57785	0.53913	0.90024	0.56336	0.92374	-0.097386	-0.56411	0.46463	0.84161	0.57268	0.99956	-0.16835	-0.98083	0.25671	0.67863	0.32668	0.99993	0.087985	0.51372	0.50303	0.85813	0.60745	1	-0.092654	-0.53943	0.47704	0.82347	0.58959	1	-0.065213	-0.38021	0.63586	0.89768	0.70379	0.9992
MED26_P1P2	5	0.23827	0.66003	0.18279	0.62242	0.50924	0.99959	-0.31423	-0.86139	0.033208	0.25054	0.38902	0.99985	-0.0085253	-0.02341	0.85244	0.98828	0.98132	0.99846	0.021438	0.058011	0.92896	0.98723	0.95374	0.99956	0.043935	0.12124	0.71759	0.92299	0.9035	0.99993	0.038595	0.10685	0.75513	0.95428	0.91491	1	0.22772	0.62831	0.10569	0.45922	0.5298	1	-0.049632	-0.13678	0.71787	0.92812	0.8912	0.9992
MGEA5_P1P2	5	-0.062139	-0.22464	0.60728	0.90764	0.82226	0.99959	-0.51822	-1.8571	0.0008663	0.015075	0.063298	0.99985	0.062361	0.22513	0.88449	0.98836	0.82188	0.98211	-0.32696	-1.1503	0.027722	0.26966	0.25002	0.99956	0.011483	0.041559	0.89864	0.98546	0.96685	0.99993	-0.26849	-0.96996	0.049379	0.29843	0.33207	1	0.075686	0.2733	0.58793	0.8833	0.78462	1	-0.69484	-2.4794	0	0	0.013159	0.82853
XRCC6_P1P2	5	0.98989	1.7254	0	0	0.084448	0.99092	-0.23659	-0.41204	0.10887	0.47601	0.68031	0.99985	0.83512	1.4555	0	0	0.14554	0.65454	-0.30008	-0.52145	0.040716	0.32192	0.60205	0.99956	0.56157	0.97868	0	0	0.32774	0.99993	-0.21896	-0.38142	0.10684	0.43684	0.70289	1	0.71502	1.2461	0	0	0.21274	1	-0.038831	-0.067644	0.77563	0.94988	0.94607	0.9992
PPARG_P1	5	-0.061662	-0.51557	0.61016	0.90804	0.60615	0.99959	-0.15222	-1.2726	0.29454	0.73019	0.20314	0.99985	-0.23939	-2.0008	0.2108	0.69129	0.045414	0.43785	-0.085011	-0.70991	0.51227	0.84921	0.47776	0.99956	-0.28895	-2.4154	0.059775	0.35567	0.015716	0.99993	-0.069256	-0.57914	0.62518	0.90966	0.56249	1	-0.028547	-0.23866	0.80277	0.96061	0.81137	1	-0.083313	-0.69661	0.55674	0.86925	0.48605	0.9992
POU6F2_ENST00000518318.2	5	0.18011	0.89491	0.33381	0.77882	0.37084	0.99959	-0.2892	-1.4341	0.050534	0.31818	0.15154	0.99985	-0.13644	-0.67632	0.43431	0.86057	0.49884	0.91547	-0.032629	-0.16096	0.77707	0.95931	0.87213	0.99956	0.10162	0.50475	0.45365	0.80459	0.61373	0.99993	-0.11218	-0.55715	0.4164	0.79144	0.57743	1	0.061976	0.30754	0.66532	0.91954	0.75843	1	0.14085	0.69977	0.32862	0.74918	0.48407	0.9992
PSMD1_P1P2	5	-0.33734	-0.72581	0.043315	0.30488	0.46795	0.99959	0.70582	1.5385	0	0	0.12393	0.99985	-1.2114	-2.5804	0	0	0.00987	0.24414	0.43129	0.92663	0.019636	0.22368	0.35412	0.99956	-0.90895	-1.9442	0	0	0.051875	0.99993	0.0090005	0.019489	0.93329	0.98808	0.98445	1	-0.9971	-2.1275	0	0	0.033379	1	0.83677	1.8267	0	0	0.067741	0.9992
HOXC9_P1P2	5	-0.10279	-0.80508	0.44874	0.84758	0.42077	0.99959	0.033698	0.26433	0.83454	0.97536	0.79152	0.99985	-0.065845	-0.51479	0.64337	0.93574	0.6067	0.9363	-0.072656	-0.56247	0.57436	0.88929	0.5738	0.99956	-0.065028	-0.50945	0.68524	0.91107	0.61044	0.99993	-0.015022	-0.11793	0.93301	0.98807	0.90612	1	0.0053065	0.041521	0.99105	0.99652	0.96688	1	-0.030515	-0.23921	0.81981	0.96107	0.81094	0.9992
PTH_P1P2	5	-0.078522	-0.31122	0.53451	0.88341	0.75563	0.99959	-0.31153	-1.232	0.034652	0.2537	0.21793	0.99985	-0.35342	-1.3934	0.083165	0.45526	0.16351	0.67367	-0.23941	-0.93714	0.09356	0.46154	0.34868	0.99956	0.12474	0.49531	0.3624	0.76162	0.62038	0.99993	0.052527	0.20878	0.67543	0.9267	0.83462	1	-0.055934	-0.22128	0.6607	0.91954	0.82488	1	-0.15361	-0.60848	0.29021	0.71857	0.54287	0.9992
KDM8_P1P2	5	0.16608	0.7636	0.38002	0.81762	0.44511	0.99959	0.037494	0.17204	0.8201	0.97532	0.86341	0.99985	-0.12288	-0.55917	0.46982	0.87932	0.57605	0.92611	-0.0013081	-0.0058759	0.94629	0.98767	0.99531	0.99956	-0.063429	-0.29022	0.69737	0.91689	0.77165	0.99993	0.062291	0.28676	0.62634	0.91058	0.77429	1	0.23235	1.0655	0.10049	0.44859	0.28667	1	0.083408	0.38303	0.55819	0.87023	0.7017	0.9992
ZNF816_P1	5	0.053991	0.29587	0.84753	0.97057	0.76733	0.99959	-0.27173	-1.4867	0.064395	0.37043	0.1371	0.99985	-0.17226	-0.94165	0.34334	0.79867	0.34637	0.84679	-0.10133	-0.55095	0.45048	0.84058	0.58167	0.99956	-0.18196	-0.99585	0.22437	0.63689	0.31932	0.99993	0.17814	0.97733	0.18885	0.58127	0.32841	1	-0.22034	-1.2041	0.11464	0.48356	0.22855	1	-0.13099	-0.71722	0.36731	0.78098	0.47324	0.9992
VSX1_P1P2	5	-0.16752	-0.79082	0.25238	0.70168	0.42905	0.99959	0.1225	0.57984	0.43228	0.8158	0.56202	0.99985	0.07676	0.36252	0.83483	0.98603	0.71697	0.96362	0.20269	0.95109	0.18135	0.61765	0.34156	0.99956	0.15328	0.72556	0.25383	0.67563	0.46811	0.99993	0.037888	0.17942	0.75917	0.95428	0.85761	1	0.17547	0.82946	0.21369	0.63613	0.40685	1	0.031937	0.15106	0.82645	0.96364	0.87993	0.9992
CD38_P1P2	5	-0.25991	-1.346	0.10684	0.48433	0.1783	0.99092	-0.21365	-1.1074	0.14034	0.53524	0.26814	0.99985	-0.2092	-1.0814	0.26538	0.74776	0.27954	0.79928	-0.31079	-1.5876	0.036385	0.31421	0.11237	0.99956	-0.13824	-0.71688	0.35547	0.75475	0.47345	0.99993	-0.30799	-1.5973	0.025411	0.20952	0.11021	1	-0.094596	-0.48968	0.46838	0.81636	0.62436	1	-0.34954	-1.8086	0.018481	0.15648	0.070511	0.9992
GLI1_P1P2	5	0.19536	1.0113	0.28559	0.73171	0.31186	0.99169	-0.065425	-0.33861	0.65204	0.91976	0.7349	0.99985	0.028901	0.14956	0.99451	0.99913	0.88111	0.99018	0.02817	0.14562	0.88825	0.98495	0.88422	0.99956	-0.014607	-0.075604	0.95986	0.99113	0.93973	0.99993	-0.10678	-0.55269	0.44181	0.81075	0.58048	1	0.35529	1.8392	0.012995	0.11509	0.065892	1	0.1437	0.74388	0.31822	0.73945	0.45695	0.9992
CBX5_P1P2	5	-0.1123	-0.33976	0.41929	0.83776	0.73404	0.99959	-0.23743	-0.71794	0.10829	0.47468	0.47279	0.99985	0.1185	0.35859	0.68727	0.95162	0.71991	0.96362	-0.12658	-0.38137	0.35432	0.77511	0.70293	0.99956	-0.21312	-0.64437	0.16113	0.57055	0.51933	0.99993	-0.0099534	-0.030163	0.96015	0.99254	0.97594	1	0.018335	0.05545	0.91915	0.98912	0.95578	1	-0.12373	-0.37435	0.39359	0.79697	0.70814	0.9992
MAMSTR_P1	5	-0.085376	-0.61177	0.51054	0.87401	0.54069	0.99959	0.068645	0.49275	0.66647	0.92551	0.62219	0.99985	-0.29672	-2.1165	0.13399	0.57143	0.034304	0.39871	0.14257	1.014	0.35056	0.77255	0.31059	0.99956	-0.077525	-0.55551	0.62749	0.89021	0.57854	0.99993	-0.025524	-0.1833	0.8715	0.97512	0.85456	1	0.13148	0.9423	0.33324	0.72409	0.34604	1	-0.048126	-0.34505	0.72712	0.93107	0.73005	0.9992
TGIF2LY_ENST00000321217.4,ENST00000559055.2	5	-0.0069896	-0.05843	0.84984	0.97131	0.95341	0.99959	0.056464	0.47214	0.72336	0.94528	0.63683	0.99985	-0.011784	-0.098438	0.84176	0.98747	0.92158	0.99846	-0.080532	-0.66992	0.53509	0.86723	0.50291	0.99956	0.14005	1.1712	0.3009	0.71565	0.24151	0.99993	0.13468	1.1268	0.31562	0.71494	0.25983	1	0.050083	0.41846	0.72971	0.93757	0.67561	1	0.28292	2.3671	0.047358	0.29603	0.01793	0.97564
TGIF2LX_P1P2	5	0.026311	0.20584	0.98354	0.99622	0.83692	0.99959	0.01526	0.11938	0.92896	0.98954	0.90497	0.99985	-0.019673	-0.15381	0.81317	0.986	0.87776	0.99018	-0.026825	-0.20909	0.80739	0.96347	0.83438	0.99956	-0.050829	-0.39756	0.76061	0.93837	0.69095	0.99993	-0.054351	-0.42527	0.70921	0.93776	0.67064	1	0.025311	0.19792	0.87641	0.98539	0.84311	1	-0.025031	-0.19581	0.84869	0.96976	0.84476	0.9992
RPTOR_P1P2	5	0.068614	0.36836	0.7814	0.95426	0.71261	0.99959	0.0010269	0.005509	0.99509	0.99884	0.9956	0.99985	0.059505	0.31824	0.89344	0.98836	0.7503	0.97136	-0.10047	-0.52706	0.4525	0.84067	0.59815	0.99956	0.17006	0.91438	0.21109	0.62793	0.36052	0.99993	-0.30982	-1.6569	0.024256	0.20096	0.09753	1	0.087684	0.46921	0.52613	0.8522	0.63892	1	-0.073655	-0.39457	0.5989	0.88443	0.69316	0.9992
TXK_P2	5	-0.030715	-0.24929	0.74271	0.94455	0.80314	0.99959	-0.16282	-1.3213	0.2622	0.69419	0.18641	0.99985	-0.29148	-2.3635	0.13832	0.5785	0.018103	0.29526	-0.28715	-2.3227	0.047069	0.341	0.020196	0.99956	0.058778	0.47712	0.64626	0.90056	0.63328	0.99993	-0.17578	-1.4267	0.1929	0.58392	0.15365	1	-0.099166	-0.80446	0.45048	0.81123	0.42113	1	-0.06517	-0.52892	0.63586	0.89768	0.59686	0.9992
ZNF827_P1P2	5	-0.081252	-0.25195	0.52642	0.88207	0.80108	0.99959	0.35843	1.1238	0.030898	0.24045	0.26109	0.99985	0.45733	1.43	0.047358	0.35043	0.15272	0.66608	0.070706	0.21451	0.66185	0.91643	0.83015	0.99956	-0.31358	-0.96583	0.046203	0.31873	0.33413	0.99993	0.23717	0.74398	0.089518	0.40103	0.45689	1	0.18653	0.57943	0.18885	0.61284	0.5623	1	0.17082	0.53333	0.22986	0.64668	0.5938	0.9992
HMGA2_P1P2	5	-0.0024996	-0.019876	0.87034	0.97249	0.98414	0.99959	-0.043897	-0.34904	0.76754	0.96212	0.72706	0.99985	0.14994	1.1921	0.58504	0.91678	0.23321	0.75443	-0.056912	-0.45128	0.6428	0.91076	0.65179	0.99956	0.20656	1.643	0.13485	0.52413	0.10037	0.99993	0.034861	0.2773	0.78025	0.95782	0.78155	1	-0.098173	-0.78013	0.45596	0.81308	0.43531	1	0.057685	0.45876	0.69651	0.92522	0.64641	0.9992
MLLT10_P1P2	5	0.085494	0.29916	0.70488	0.93864	0.76482	0.99959	-0.12302	-0.42994	0.39128	0.79147	0.66724	0.99985	0.47904	1.6784	0.034652	0.30123	0.093271	0.54975	-0.40046	-1.3891	0.0075079	0.11255	0.16479	0.99956	-0.040868	-0.14288	0.81519	0.95794	0.88639	0.99993	-0.28069	-0.98089	0.041582	0.27068	0.32665	1	0.1904	0.66583	0.18019	0.60232	0.50552	1	-0.16045	-0.56058	0.26971	0.69598	0.57508	0.9992
KDM5B_P1P2	5	-0.037395	-0.14755	0.71152	0.93864	0.8827	0.99959	-0.32601	-1.2805	0.028877	0.23256	0.20037	0.99985	0.16944	0.66863	0.51776	0.89303	0.50373	0.91763	0.0053586	0.020824	0.98181	0.9959	0.98339	0.99956	-0.11455	-0.45133	0.45077	0.80459	0.65175	0.99993	-0.16994	-0.67091	0.20907	0.6099	0.50228	1	-0.1345	-0.52798	0.31273	0.7037	0.59752	1	0.068519	0.2709	0.62893	0.89446	0.78647	0.9992
HNRNPM_P2	5	-0.068037	-0.43427	0.57667	0.89112	0.66409	0.99959	-0.13589	-0.8671	0.34768	0.76396	0.38589	0.99985	-0.073078	-0.46577	0.61681	0.92136	0.64138	0.94641	-0.10254	-0.64939	0.44672	0.83911	0.51609	0.99956	-0.3057	-1.9478	0.051689	0.3428	0.051445	0.99993	-0.098342	-0.62824	0.48311	0.8424	0.52985	1	-0.019496	-0.12431	0.86341	0.98162	0.90107	1	-0.0086474	-0.055223	0.94109	0.99694	0.95596	0.9992
CENPF_P1P2	5	-0.21576	-1.3656	0.16691	0.59221	0.17206	0.99092	0.12698	0.80438	0.4164	0.8075	0.42118	0.99985	-0.27652	-1.7487	0.15882	0.62571	0.080346	0.52007	-0.12234	-0.77158	0.36933	0.78466	0.44037	0.99956	-0.22937	-1.4517	0.13543	0.52461	0.1466	0.99993	0.18607	1.179	0.17066	0.55545	0.23839	1	-0.0050823	-0.032169	0.94485	0.98912	0.97434	1	-0.040684	-0.25763	0.76928	0.94939	0.79669	0.9992
SIRT4_P1P2	5	-0.075714	-0.46731	0.54433	0.88341	0.64028	0.99959	-0.11447	-0.70639	0.42218	0.80971	0.47994	0.99985	0.022298	0.13745	0.97112	0.99648	0.89068	0.99018	-0.13317	-0.80919	0.3315	0.75676	0.4184	0.99956	-0.038602	-0.23833	0.82905	0.96091	0.81162	0.99993	0.035388	0.21908	0.77707	0.957	0.82659	1	-0.062018	-0.38185	0.62865	0.90307	0.70257	1	-0.29355	-1.8071	0.048802	0.30125	0.070745	0.9992
RNF25_P2	5	-0.0011897	-0.0062472	0.87785	0.97249	0.99502	0.99959	0.088901	0.467	0.57089	0.89054	0.6405	0.99985	0.18826	0.98853	0.46549	0.87932	0.32289	0.8323	0.12473	0.65264	0.41698	0.82139	0.51399	0.99956	0.047125	0.24749	0.69997	0.91711	0.80453	0.99993	0.23583	1.2397	0.090384	0.40283	0.21508	1	0.13218	0.69393	0.32919	0.72198	0.48772	1	0.15903	0.83554	0.26364	0.68953	0.40342	0.9992
MEF2C_P1P2	5	0.13143	1.0818	0.50592	0.87294	0.27934	0.99092	-0.2235	-1.8393	0.12561	0.50877	0.065864	0.99985	-0.23178	-1.9072	0.22322	0.70236	0.056493	0.46684	-0.26905	-2.212	0.061219	0.39259	0.026968	0.99956	-0.089832	-0.73935	0.55934	0.85721	0.45969	0.99993	-0.22409	-1.8444	0.10107	0.42945	0.065131	1	-0.061635	-0.50722	0.63067	0.90435	0.612	1	-0.12175	-1.0021	0.40139	0.80023	0.31631	0.9992
MTF1_P1P2	5	-0.068616	-0.34106	0.57465	0.89102	0.73306	0.99959	0.1579	0.78729	0.31938	0.75406	0.43111	0.99985	0.025383	0.12599	0.98412	0.99649	0.89974	0.99578	0.26684	1.3159	0.077678	0.42834	0.18821	0.99956	0.30242	1.5098	0.034941	0.27376	0.1311	0.99993	0.17745	0.88636	0.18943	0.58127	0.37542	1	0.21253	1.0575	0.13023	0.50846	0.29027	1	0.0052786	0.02627	0.98296	0.99971	0.97904	0.9992
ERBB2IP_P1P2	5	0.027141	0.1967	0.98094	0.99622	0.84406	0.99959	-0.11713	-0.84872	0.41005	0.8036	0.39604	0.99985	-0.26952	-1.9519	0.16748	0.64444	0.050954	0.44559	-0.16004	-1.1572	0.24516	0.68468	0.24719	0.99956	-0.057452	-0.41633	0.72856	0.92587	0.67717	0.99993	-0.085403	-0.61897	0.54375	0.87182	0.53594	1	-0.16558	-1.1994	0.22437	0.64162	0.23038	1	-0.1075	-0.77894	0.45279	0.82476	0.43601	0.9992
BNC1_P1P2	5	-0.1308	-0.70661	0.35576	0.79948	0.47981	0.99959	0.14935	0.80985	0.33988	0.75853	0.41803	0.99985	0.10557	0.57059	0.72856	0.96445	0.56828	0.92529	0.029475	0.15739	0.88103	0.98042	0.87494	0.99956	0.043388	0.23489	0.72278	0.92367	0.81429	0.99993	0.0058702	0.031832	0.95062	0.9892	0.97461	1	-0.034747	-0.18744	0.76812	0.94393	0.85131	1	0.28636	1.5549	0.043893	0.2789	0.11997	0.9992
POLR2E_P2	5	0.16605	0.57333	0.38002	0.81762	0.56642	0.99959	0.016215	0.055932	0.92434	0.98954	0.9554	0.99985	-0.076692	-0.26372	0.60612	0.92124	0.792	0.97632	-0.24601	-0.83325	0.08663	0.44643	0.4047	0.99956	-0.0286	-0.098587	0.87987	0.97911	0.92147	0.99993	-0.24959	-0.86003	0.067571	0.34513	0.38977	1	0.11227	0.38683	0.40976	0.77948	0.69889	1	-0.28882	-0.99326	0.051112	0.30783	0.32058	0.9992
EN2_P1P2	5	-0.084059	-0.24377	0.51516	0.87764	0.80741	0.99959	-0.11321	-0.32831	0.42824	0.81349	0.74268	0.99985	0.0035995	0.01043	0.8998	0.98836	0.99168	0.99846	-0.25856	-0.74437	0.070459	0.4094	0.45666	0.99956	-0.17856	-0.51743	0.23275	0.65161	0.60486	0.99993	-0.10394	-0.30177	0.4551	0.81837	0.76283	1	-0.091998	-0.26639	0.47993	0.82417	0.78994	1	0.097422	0.28296	0.49726	0.84702	0.7772	0.9992
EGR1_P1	5	0.076748	0.23052	0.74213	0.94455	0.81769	0.99959	0.20834	0.62774	0.19838	0.63143	0.53017	0.99985	-0.039366	-0.11745	0.743	0.96911	0.90651	0.99846	0.12742	0.37568	0.40745	0.8142	0.70715	0.99956	0.22269	0.67072	0.1106	0.47232	0.5024	0.99993	0.15314	0.46219	0.25816	0.66173	0.64395	1	0.19431	0.58263	0.17008	0.58433	0.56014	1	-0.053944	-0.16166	0.69448	0.92522	0.87158	0.9992
SUMO1_P1P2	5	0.05743	0.24266	0.83107	0.96687	0.80827	0.99959	-0.31283	-1.3174	0.034363	0.2537	0.18771	0.99985	0.23135	0.97736	0.35432	0.80196	0.32839	0.83743	-0.17835	-0.74177	0.20329	0.65185	0.45822	0.99956	0.31541	1.3351	0.028299	0.2402	0.18185	0.99993	-0.50021	-2.1054	0.00028877	0.0053191	0.035259	1	0.088709	0.37427	0.52007	0.84713	0.7082	1	-0.15286	-0.64478	0.29252	0.71895	0.51907	0.9992
ZNF561_P1P2	5	-0.086681	-0.50391	0.50563	0.87294	0.61433	0.99959	0.04203	0.24474	0.79498	0.97314	0.80666	0.99985	-0.27155	-1.5703	0.16517	0.63911	0.11635	0.59996	-0.021867	-0.12546	0.83136	0.97501	0.90016	0.99956	-0.29719	-1.7228	0.056598	0.35	0.084927	0.99993	-0.056791	-0.33085	0.69766	0.93367	0.74076	1	-0.088878	-0.51535	0.49293	0.8339	0.60631	1	-0.060931	-0.3544	0.65666	0.90562	0.72304	0.9992
CHD6_P1P2	5	0.011098	0.071111	0.9408	0.98761	0.94331	0.99959	-0.10502	-0.67289	0.46029	0.8322	0.50102	0.99985	0.20587	1.3191	0.41785	0.85369	0.18712	0.7082	-0.1622	-1.0379	0.24285	0.68468	0.29933	0.99956	0.13191	0.84528	0.33381	0.74198	0.39795	0.99993	0.012701	0.081396	0.90904	0.98252	0.93513	1	-0.088896	-0.56944	0.49264	0.83382	0.56906	1	0.084742	0.54303	0.55097	0.86925	0.58711	0.9992
ZNF343_P1P2	5	-0.069662	-0.27333	0.57003	0.89054	0.7846	0.99959	-0.0085176	-0.033459	0.9512	0.98954	0.97331	0.99985	0.10926	0.42856	0.71903	0.96302	0.66824	0.9522	0.13086	0.50861	0.39388	0.8059	0.61103	0.99956	0.0079747	0.031319	0.91626	0.98824	0.97502	0.99993	0.075065	0.29576	0.56627	0.88254	0.76741	1	0.17137	0.67278	0.22091	0.63924	0.50109	1	0.082851	0.32584	0.56223	0.87192	0.74455	0.9992
LIG4_P2	5	-0.25666	-0.55425	0.11089	0.49485	0.57941	0.99959	0.0010348	0.0022402	0.99509	0.99884	0.99821	0.99985	-0.10958	-0.23654	0.50823	0.8899	0.81301	0.98046	0.084982	0.18285	0.58995	0.89175	0.85492	0.99956	-0.057604	-0.12459	0.72798	0.92587	0.90084	0.99993	0.057492	0.1247	0.65319	0.92133	0.90076	1	-0.11347	-0.24492	0.39474	0.7654	0.80652	1	-0.088765	-0.19199	0.52902	0.85694	0.84775	0.9992
BEND3_P1P2	5	0.1559	0.35916	0.41467	0.83776	0.71948	0.99959	0.014158	0.032512	0.93387	0.98954	0.97406	0.99985	0.10814	0.24741	0.72163	0.96302	0.80459	0.9793	0.32955	0.74434	0.037251	0.31773	0.45667	0.99956	0.40988	0.95058	0.0075079	0.099617	0.34182	0.99993	0.11603	0.26827	0.3829	0.76076	0.78849	1	0.28523	0.65582	0.045914	0.29091	0.51194	1	0.2617	0.605	0.066705	0.35053	0.54518	0.9992
POLR3C_P1P2	5	-0.3996	-1.6688	0.020214	0.17903	0.095148	0.99092	-0.040387	-0.1692	0.7892	0.9726	0.86564	0.99985	-0.2014	-0.84108	0.27953	0.7533	0.4003	0.88061	-0.21921	-0.90929	0.12301	0.53184	0.3632	0.99956	-0.14064	-0.58862	0.34565	0.75188	0.55612	0.99993	-0.35334	-1.4784	0.010396	0.11009	0.1393	1	0.057307	0.23985	0.69217	0.92819	0.81044	1	-0.00045324	-0.0018993	0.98672	0.99971	0.99848	0.99947
GMPPB_P1P2	5	0.20004	1.4148	0.27375	0.71601	0.15712	0.99092	0.012927	0.091419	0.94051	0.98954	0.92716	0.99985	0.15063	1.0652	0.58244	0.9164	0.28679	0.79986	-0.21414	-1.5121	0.12966	0.54152	0.1305	0.99956	-0.14079	-0.99552	0.34508	0.75157	0.31948	0.99993	-0.14108	-0.99767	0.30176	0.70241	0.31844	1	-0.088486	-0.62559	0.49524	0.83422	0.53158	1	-0.036159	-0.2557	0.78891	0.95474	0.79818	0.9992
LZTR1_P1P2	5	0.36302	1.0426	0.036962	0.27468	0.29714	0.99092	0.30561	0.87732	0.066994	0.37785	0.38031	0.99985	-0.062956	-0.17928	0.6555	0.94152	0.85772	0.98698	0.31016	0.87981	0.045914	0.33827	0.37896	0.99956	-0.28245	-0.80404	0.06786	0.38026	0.42137	0.99993	0.4348	1.2526	0.023968	0.19904	0.21033	1	0.23726	0.67841	0.092694	0.43572	0.49751	1	0.33636	0.96595	0.016748	0.14721	0.33407	0.9992
HMGXB4_P1P2	5	0.066623	0.46738	0.78978	0.95696	0.64023	0.99959	0.019569	0.13728	0.90759	0.98754	0.89081	0.99985	0.04646	0.32581	0.94282	0.98999	0.74457	0.97136	-0.069047	-0.48303	0.59168	0.89181	0.62907	0.99956	-0.07711	-0.54081	0.63067	0.89179	0.58864	0.99993	0.13038	0.91498	0.32804	0.72282	0.3602	1	-0.097629	-0.68443	0.45827	0.8151	0.49371	1	-0.23624	-1.6565	0.10627	0.45091	0.097624	0.9992
ZNF630_P1P2	5	-0.17195	-1.133	0.24516	0.69533	0.25722	0.99092	-0.21802	-1.4362	0.13601	0.52862	0.15093	0.99985	-0.25764	-1.6932	0.18539	0.66769	0.090415	0.54318	-0.21523	-1.405	0.12966	0.54152	0.16003	0.99956	-0.037179	-0.24522	0.83396	0.96208	0.80629	0.99993	-0.10886	-0.71854	0.42997	0.80097	0.47242	1	-0.025752	-0.1696	0.82125	0.96851	0.86533	1	-0.051333	-0.33861	0.70806	0.92569	0.7349	0.9992
OR7D2_ENST00000344248.2	5	0.017159	0.10683	0.97228	0.99264	0.91492	0.99959	-0.0077982	-0.04855	0.9538	0.98954	0.96128	0.99985	-0.28673	-1.7823	0.14583	0.59622	0.074701	0.50407	-0.088616	-0.54945	0.49437	0.84185	0.5827	0.99956	-0.0037066	-0.023075	0.98239	0.99649	0.98159	0.99993	0.030094	0.18743	0.80306	0.95931	0.85133	1	-0.013477	-0.083857	0.89893	0.98766	0.93317	1	-0.049783	-0.30991	0.71701	0.92812	0.75663	0.9992
HELZ2_P1	5	0.26184	1.3523	0.1363	0.53881	0.17626	0.99092	0.32072	1.6569	0.053133	0.32975	0.097541	0.99985	0.40639	2.0985	0.082299	0.45455	0.035864	0.40538	0.1366	0.70155	0.37078	0.78532	0.48296	0.99956	0.14469	0.74693	0.28703	0.70198	0.45511	0.99993	0.27206	1.4059	0.062085	0.33282	0.15974	1	0.23095	1.1917	0.10222	0.45088	0.23337	1	-0.11111	-0.57301	0.43921	0.81906	0.56664	0.9992
GTF3C2_P1P2	5	-0.24564	-1.0666	0.12301	0.52015	0.28614	0.99092	0.038914	0.16952	0.81201	0.97532	0.86538	0.99985	0.17807	0.77506	0.49177	0.88652	0.43831	0.89096	0.15671	0.67672	0.30436	0.73218	0.49858	0.99956	-0.11274	-0.49021	0.45423	0.80459	0.62399	0.99993	-0.028877	-0.12589	0.85129	0.97057	0.89982	1	0.034559	0.1502	0.81923	0.96793	0.88061	1	0.13391	0.58388	0.35374	0.77155	0.5593	0.9992
RCOR1_P1P2	5	0.89975	2.1322	0	0	0.032991	0.99092	-0.013439	-0.031579	0.92579	0.98954	0.97481	0.99985	0.90344	2.1381	0	0	0.032505	0.3895	0.006258	0.014485	0.98874	0.9968	0.98844	0.99956	0.42777	1.0099	0.0063529	0.088353	0.31252	0.99993	0.20285	0.47869	0.13803	0.50105	0.63216	1	0.32842	0.77291	0.020502	0.16473	0.43958	1	0.12512	0.29452	0.38493	0.79345	0.76836	0.9992
TRAPPC2_ENST00000358231.5,ENST00000359680.5,ENST00000380579.1	5	0.17341	0.98985	0.35461	0.79844	0.32225	0.99959	0.31375	1.7916	0.060641	0.35775	0.073195	0.99985	0.14033	0.80047	0.61247	0.92136	0.42344	0.88443	0.25799	1.468	0.085186	0.44228	0.1421	0.99956	0.24191	1.381	0.085475	0.41655	0.16727	0.99993	-0.058257	-0.33248	0.68842	0.93307	0.73953	1	0.0099705	0.056847	0.96477	0.99257	0.95467	1	-0.078155	-0.44581	0.57609	0.87615	0.65574	0.9992
